gene_symbol_a,gene_symbol_b
FOXO1,ESR1
FOXO1,IRF3
FOXO1,MDM2
FOXO1,SIRT1
FOXO1,SIRT2
FOXO1,SKP2
FOXO3,MDM2
FOXO3,SIRT1
FOXO3,SKP2
FOXO3,SMAD3
FOXO3,SMAD4
FOXO3,YWHAE
FOXO3,YWHAZ
FOXO4,CTNNB1
FOXO4,MDM2
FOXO4,USP7
FOXP1,FOXP2
FOXP1,FOXP4
FSTL3,MSTN
FUBP1,AIMP2
FUBP1,SMN1
FUS,CTNNB1
FUS,ILF3
FUS,PA2G4
FUS,SOX2
FUS,SRSF10
FUS,TARDBP
FUS,TDRD3
FUS,USP15
GATA2,LMO2
GATA2,PML
GATA2,POU1F1
GATA2,SPI1
GNA11,RGS3
GNA11,TBXA2R
GNAQ,RIC8A
GNAQ,TBXA2R
GOLGA5,RAB1A
GOPC,ASIC3
GOPC,BECN1
GOPC,CFTR
GOPC,CSPG5
GOPC,GRID2
GPHN,ARHGEF9
GRIN2A,SRC
HERPUD1,PSEN1
HERPUD1,SH3RF1
HERPUD1,SYVN1
HIF1A,AR
HIF1A,ARNT
HIF1A,BCL2
HIF1A,CASR
HIF1A,COMMD1
HIF1A,COPS5
HIF1A,CTNNB1
HIF1A,CUL2
HIF1A,EGLN1
HIF1A,EGLN3
HIF1A,ESR1
HIF1A,FGF11
HIF1A,FHL2
HIF1A,FTCD
HIF1A,HDAC1
HIF1A,HDAC4
HIF1A,HDAC7
HIF1A,HIF1AN
HIF1A,HIF3A
HIF1A,HNF4A
HIF1A,HSP90AA1
HIF1A,HSP90AB1
HIF1A,HSPA4
HIF1A,HSPA8
HIF1A,JUN
HIF1A,KAT2B
HIF1A,LAMP2
HIF1A,MDM2
HIF1A,MTA1
HIF1A,NAA10
HIF1A,NDN
HIF1A,OS9
HIF1A,PSMA7
HIF1A,RUVBL2
HIF1A,RWDD3
HIF1A,SIRT1
HIF1A,SMAD3
HIF1A,SMURF2
HIF1A,SP1
HIF1A,SRC
HIF1A,STAT3
HIF1A,STUB1
HIF1A,TP53
HIF1A,TRAF6
HIF1A,TRIM28
HIF1A,TXNIP
HIF1A,UBC
HIF1A,UBXN7
HIF1A,USP29
HIF1A,USP7
HIF1A,VHL
HIF1A,XRCC5
HIF1A,XRCC6
HIP1,CASP8
HIP1,IFT57
HLA-A,DERL1
HLA-A,TAP1
HLA-A,TAP2
HLA-A,TMEM129
HLA-A,VCP
HMGA1,PPARG
HMGA1,SP1
HMGA1,USP7
HMGA2,PIAS3
HNF1A,HMGB1
HNF1A,PCBD1
HNF1A,RNF14
HNRNPA2B1,CTNNB1
HNRNPA2B1,HNRNPL
HNRNPA2B1,VHL
HOOK3,AKTIP
HOOK3,HOOK1
HOOK3,HOOK2
HOOK3,KIF1C
HOXA9,PRMT5
HRAS,BRAF
HRAS,IKZF3
HRAS,LGALS1
HRAS,LZTR1
HRAS,PDE6D
HRAS,RAF1
HRAS,RALGDS
HRAS,RAP1GDS1
HRAS,RASA1
HRAS,RASIP1
HRAS,RGL2
HRAS,RIN1
HRAS,SHOC2
HRAS,SOS1
HRAS,ZHX2
HSP90AA1,ABCG2
HSP90AA1,ABL1
HSP90AA1,AGO2
HSP90AA1,AHR
HSP90AA1,AHSA1
HSP90AA1,AIP
HSP90AA1,AKT1
HSP90AA1,AMHR2
HSP90AA1,APP
HSP90AA1,AR
HSP90AA1,ARAF
HSP90AA1,ARMC5
HSP90AA1,AXL
HSP90AA1,BCL2
HSP90AA1,BCL6
HSP90AA1,BSG
HSP90AA1,CDC37
HSP90AA1,CDC37L1
HSP90AA1,CDK4
HSP90AA1,CDK7
HSP90AA1,CDK9
HSP90AA1,CHORDC1
HSP90AA1,CSNK1A1
HSP90AA1,CSNK2A1
HSP90AA1,CUL5
HSP90AA1,DDR2
HSP90AA1,DNAJC7
HSP90AA1,EGFR
HSP90AA1,EGLN1
HSP90AA1,EIF2AK2
HSP90AA1,ERBB2
HSP90AA1,ESR1
HSP90AA1,ESR2
HSP90AA1,ESRRB
HSP90AA1,FBXL6
HSP90AA1,FBXO6
HSP90AA1,FGFR1
HSP90AA1,FGFR3
HSP90AA1,FKBP4
HSP90AA1,FKBP5
HSP90AA1,FKBP6
HSP90AA1,FKBP8
HSP90AA1,FKBPL
HSP90AA1,FLCN
HSP90AA1,FNIP1
HSP90AA1,FYN
HSP90AA1,GAN
HSP90AA1,GNA12
HSP90AA1,GSK3A
HSP90AA1,HAX1
HSP90AA1,HDAC6
HSP90AA1,HIF1A
HSP90AA1,HOPX
HSP90AA1,HSF1
HSP90AA1,HSPA1A
HSP90AA1,HSPA1B
HSP90AA1,HSPA4
HSP90AA1,HSPA8
HSP90AA1,IKZF1
HSP90AA1,IRAK1
HSP90AA1,IRF3
HSP90AA1,IRS4
HSP90AA1,KCNH2
HSP90AA1,KEAP1
HSP90AA1,LCK
HSP90AA1,LIMK2
HSP90AA1,LYN
HSP90AA1,MAP3K11
HSP90AA1,MAP3K14
HSP90AA1,MAP3K8
HSP90AA1,MAPT
HSP90AA1,MDM2
HSP90AA1,MGMT
HSP90AA1,MYC
HSP90AA1,NFE2L2
HSP90AA1,NOD1
HSP90AA1,NOS3
HSP90AA1,NR1I2
HSP90AA1,NR1I3
HSP90AA1,NR3C1
HSP90AA1,NTRK1
HSP90AA1,PACRG
HSP90AA1,PAFAH1B1
HSP90AA1,PIM1
HSP90AA1,PINK1
HSP90AA1,PPARA
HSP90AA1,PPARD
HSP90AA1,PPID
HSP90AA1,PPP5C
HSP90AA1,PRKAA1
HSP90AA1,PSKH1
HSP90AA1,PTGES3
HSP90AA1,RAF1
HSP90AA1,RHOBTB2
HSP90AA1,RIPK1
HSP90AA1,RPS3A
HSP90AA1,RPS6
HSP90AA1,SKP2
HSP90AA1,SLC12A3
HSP90AA1,SP1
HSP90AA1,SRC
HSP90AA1,STAT3
HSP90AA1,STIP1
HSP90AA1,STK11
HSP90AA1,STUB1
HSP90AA1,SUGT1
HSP90AA1,TARDBP
HSP90AA1,TBK1
HSP90AA1,TERF2
HSP90AA1,TERT
HSP90AA1,TGFBR1
HSP90AA1,TGFBR2
HSP90AA1,TNK2
HSP90AA1,TP53
HSP90AA1,TRAF3IP2
HSP90AA1,TSSK2
HSP90AA1,TSSK6
HSP90AA1,TTC4
HSP90AA1,TUBA1A
HSP90AA1,ULK1
HSP90AA1,UNC45B
HSP90AB1,AHSA1
HSP90AB1,AIP
HSP90AB1,BSG
HSP90AB1,CACYBP
HSP90AB1,CCDC117
HSP90AB1,CDC37
HSP90AB1,CDC37L1
HSP90AB1,CHORDC1
HSP90AB1,EGFR
HSP90AB1,EGLN1
HSP90AB1,ESRRB
HSP90AB1,FBXO6
HSP90AB1,FGFR3
HSP90AB1,FKBP4
HSP90AB1,FKBP5
HSP90AB1,FKBP6
HSP90AB1,FKBPL
HSP90AB1,HGH1
HSP90AB1,HIF1A
HSP90AB1,HSF1
HSP90AB1,HSP90AA1
HSP90AB1,KEAP1
HSP90AB1,PPP5C
HSP90AB1,PTGES3
HSP90AB1,RHOBTB2
HSP90AB1,STIP1
HSP90AB1,STK33
HSP90AB1,STUB1
HSP90AB1,TMOD4
HSP90AB1,TOMM34
HSP90AB1,TTC4
HSP90AB1,TUBA1A
HSP90AB1,UNC45B
HSP90AB1,USP50
IKBKB,AKT1
IKBKB,BCL10
IKBKB,BTRC
IKBKB,CALCOCO2
IKBKB,CD40
IKBKB,CDC37
IKBKB,CHUK
IKBKB,COPS3
IKBKB,COPS4
IKBKB,COPS5
IKBKB,COPS7A
IKBKB,CUEDC2
IKBKB,EGLN3
IKBKB,ERC1
IKBKB,GLI1
IKBKB,HOMER3
IKBKB,IKBKG
IKBKB,IRAK1
IKBKB,KEAP1
IKBKB,MAP3K7
IKBKB,NFKB1
IKBKB,NFKBIA
IKBKB,NGFR
IKBKB,PPP1CA
IKBKB,PRKCQ
IKBKB,RELA
IKBKB,SKP2
IKBKB,SRC
IKBKB,TNF
IKBKB,TNFRSF1A
IKBKB,TRAF1
IKBKB,TRAF2
IKBKB,TRAF3IP2
IKBKB,TRPC4AP
IKZF1,CRBN
IKZF1,HDAC1
IKZF1,HDAC2
IKZF1,IKZF2
IKZF1,IKZF3
IKZF1,RBBP4
IKZF1,SIN3A
IKZF1,SIN3B
IKZF1,USP7
IKZF3,BCL2L1
IKZF3,CRBN
IKZF3,HDAC2
IKZF3,HRAS
IKZF3,IKZF1
IKZF3,IKZF2
IKZF3,PRDM1
IL6ST,PTPN11
IL6ST,STAT3
IL6ST,TLE1
IL7R,CISH
IRS4,AARSD1
IRS4,AKAP8L
IRS4,BIN1
IRS4,CACYBP
IRS4,CALU
IRS4,CLPB
IRS4,CTSB
IRS4,DNAJA2
IRS4,DNAJA3
IRS4,FKBP5
IRS4,GRB2
IRS4,HSP90AA1
IRS4,HSPB1
IRS4,MAGED2
IRS4,P4HA1
IRS4,P4HA2
IRS4,PIK3R1
IRS4,PIK3R2
IRS4,PIK3R3
IRS4,PPP5C
IRS4,PTEN
IRS4,PTGES3
IRS4,RAF1
IRS4,RCN1
IRS4,RCN2
IRS4,TBL1XR1
IRS4,TUBA1A
IRS4,TUBB4A
IRS4,TUBB6
IRS4,YWHAB
IRS4,YWHAE
IRS4,YWHAG
IRS4,YWHAH
IRS4,YWHAQ
IRS4,YWHAZ
ITK,KPNA2
JAK1,IFNAR2
JAK1,IL2RB
JAK1,MDM2
JAK1,PTPN11
JAK1,RNF125
JAK1,SOCS3
JAK1,STAT1
JAK1,STAT3
JAK1,STAT5A
JAK1,STAT5B
JAK1,ZRANB1
JAK2,EPOR
JAK2,GHR
JAK2,IFNGR1
JAK2,PRLR
JAK2,PRMT5
JAK2,PTPN11
JAK2,PTPN6
JAK2,SH2B1
JAK2,SOCS1
JAK2,SOCS3
JAK2,STAT1
JAK2,STAT3
JAK2,STAT5A
JAK2,STAT5B
JAK2,TNFRSF1A
JAK2,VAV1
JAK2,VHL
JUN,ABL1
JUN,ATF2
JUN,ATF3
JUN,BCL3
JUN,CDKN1A
JUN,COPS5
JUN,CRBN
JUN,CSK
JUN,CTBP1
JUN,DACH1
JUN,DDX21
JUN,DHX9
JUN,ESR1
JUN,FBXW7
JUN,FOS
JUN,FOSL1
JUN,HIF1A
JUN,ITCH
JUN,MAPK8
JUN,NEDD4
JUN,NFATC1
JUN,NFE2L2
JUN,NFYA
JUN,PML
JUN,RB1
JUN,RNF187
JUN,RUNX2
JUN,SIRT1
JUN,SMAD3
JUN,SP1
JUN,TSG101
JUN,UHRF1
KDM5A,LMO2
KDM5A,MORF4L2
KDM6A,NKX2-5
KDM6A,RBBP5
KDM6A,SRF
KDM6A,TBX5
KDM6A,WDR5
KDR,BTRC
KDR,GABARAP
KDR,PTPN11
KDR,PTPN6
KDR,SHC1
KDR,SHC2
KDR,SRC
KEAP1,AMER1
KEAP1,CDK20
KEAP1,CUL3
KEAP1,DPP3
KEAP1,FAM117B
KEAP1,GABPA
KEAP1,HSP90AA1
KEAP1,HSP90AB1
KEAP1,IKBKB
KEAP1,KLHL2
KEAP1,MCM3
KEAP1,MCMBP
KEAP1,NFE2L1
KEAP1,NFE2L2
KEAP1,OTUD1
KEAP1,PALB2
KEAP1,PGAM5
KEAP1,PPP1R13L
KEAP1,RBX1
KEAP1,RELA
KEAP1,SLK
KEAP1,SQSTM1
KEAP1,STK3
KEAP1,UBC
KEAP1,USP11
KEAP1,USP17L2
KIF5B,KLC1
KIF5B,KLC2
KIT,CBL
KIT,CRK
KIT,GRB10
KIT,GRB2
KIT,LYN
KIT,PIK3R1
KIT,PTPN6
KIT,SOCS1
KIT,SOCS6
KIT,TEC
KLF4,BAALC
KLF4,CTBP1
KLF4,HDAC2
KLF4,ZNF750
KLF6,LCOR
KLF6,SP1
KRAS,AIMP2
KRAS,CALM1
KRAS,LZTR1
KRAS,RAF1
KRAS,RALGDS
KRAS,RAP1GDS1
KTN1,RHOA
KTN1,RHOG
LATS1,CDK1
LATS1,CUL4A
LATS1,DIABLO
LATS1,FOXL2
LATS1,HTRA2
LATS1,ITCH
LATS1,LIMD1
LATS1,MOB1A
LATS1,MOB1B
LATS1,NF2
LATS1,PPM1F
LATS1,PPP1CA
LATS1,SAV1
LATS1,STK3
LATS1,TNFAIP8
LATS1,WWTR1
LATS1,XIAP
LATS1,YAP1
LATS2,AJUBA
LATS2,AMOTL2
LATS2,AURKA
LATS2,MDM2
LATS2,MOB1A
LATS2,MOB1B
LATS2,NEDD4
LATS2,NF2
LATS2,SAV1
LATS2,STK4
LATS2,YAP1
LEF1,CTNNB1
LEF1,MITF
LEF1,NARF
LEF1,NFE2L2
LEF1,PIAS4
LEF1,RNF138
LEF1,SMAD2
LEF1,SMAD3
LEF1,SMAD7
LMNA,ALOX12
LMNA,EGF
LMNA,EGFR
LMNA,EMD
LMNA,LMNB1
LMNA,PCBP1
LMNA,PCGF2
LMNA,PCNA
LMNA,SIRT6
LMNA,SREBF1
LMNA,TMPO
LMNA,UBE2I
LMO1,TAL1
LMO2,BEX2
LMO2,GATA1
LMO2,GATA2
LMO2,KDM5A
LMO2,LDB1
LMO2,TAL1
LMO2,UBA6
LYL1,NFKB1
LYL1,TCF3
LZTR1,CUL3
LZTR1,HRAS
LZTR1,KRAS
LZTR1,NRAS
LZTR1,RAF1
MAF,OTUB1
MAF,SOX9
MAF,USP5
MALT1,BCL10
MALT1,CARD11
MALT1,CARD14
MALT1,CSNK1A1
MALT1,HECTD3
MALT1,IKBKG
MALT1,MAP3K7
MALT1,RNF31
MALT1,SQSTM1
MALT1,TAB2
MALT1,TRAF6
MAP2K1,BMI1
MAP2K1,BRAF
MAP2K1,GRB10
MAP2K1,KSR1
MAP2K1,LAMTOR3
MAP2K1,MAP3K1
MAP2K1,MAPK3
MAP2K1,MAPK8IP3
MAP2K1,PPARG
MAP2K1,RAF1
MAP2K1,YWHAB
MAP2K2,BRAF
MAP2K2,RAF1
MAP2K4,AKT1
MAP2K4,BLNK
MAP2K4,MAP3K5
MAP2K4,MAPK8
MAP2K4,MAPK8IP3
MAP3K1,BAALC
MAP3K1,FRAT1
MAP3K1,GRB2
MAP3K1,MAP2K4
MAP3K1,MAPK8
MAP3K1,RHOA
MAP3K1,STK38
MAP3K1,TP53
MAP3K1,UBE2I
MAP3K13,PRDX3
MAP3K13,TRIM25
MAPK1,ARRB2
MAPK1,BTRC
MAPK1,DAPK1
MAPK1,DCC
MAPK1,DUSP1
MAPK1,DUSP6
MAPK1,ELK1
MAPK1,FHL2
MAPK1,MAP2K1
MAPK1,MAPK14
MAPK1,MAPK3
MAPK1,MAPKAPK2
MAPK1,MKNK2
MAPK1,NEK2
MAPK1,PEA15
MAPK1,PML
MAPK1,PPARG
MAPK1,PTPN7
MAPK1,RAF1
MAPK1,RPS6KA1
MAPK1,RPS6KA2
MAPK1,RPS6KA3
MAPK1,STAT3
MAPK1,STAT5A
MAPK1,TNIP1
MAPK1,TOB1
MAPK1,TP53
MAPK1,UBQLN2
MAPK1,VAV1
MAX,BRD8
MAX,CEBPA
MAX,DMAP1
MAX,KAT5
MAX,MNT
MAX,MXD1
MAX,MXD3
MAX,MXD4
MAX,MXI1
MAX,MYC
MAX,MYCN
MAX,ZRANB1
MDM2,AATF
MDM2,AKT1
MDM2,AR
MDM2,ARIH2
MDM2,ARRB1
MDM2,ARRB2
MDM2,ATF3
MDM2,BANP
MDM2,CDH1
MDM2,CDK5RAP3
MDM2,CDKN1A
MDM2,CDKN2A
MDM2,CDKN2AIP
MDM2,CHEK2
MDM2,CSNK1A1
MDM2,CSNK1D
MDM2,CTBP2
MDM2,CUL1
MDM2,CUL4A
MDM2,CUL4B
MDM2,DAXX
MDM2,DDB1
MDM2,DHFR
MDM2,DHRS2
MDM2,DHX9
MDM2,DNAJB1
MDM2,E2F1
MDM2,EEF1A1
MDM2,EGR1
MDM2,ESR1
MDM2,EZH2
MDM2,FOXO1
MDM2,FOXO3
MDM2,FOXO4
MDM2,GNL3
MDM2,GTF2I
MDM2,HDAC1
MDM2,HIF1A
MDM2,HIPK2
MDM2,HNRNPA1
MDM2,HNRNPK
MDM2,HSP90AA1
MDM2,IGF1R
MDM2,IRF1
MDM2,ITCH
MDM2,JAK1
MDM2,KAT2B
MDM2,KAT5
MDM2,LATS2
MDM2,MDM4
MDM2,MTBP
MDM2,NBN
MDM2,NME2
MDM2,NPM1
MDM2,NR0B2
MDM2,NUMB
MDM2,PA2G4
MDM2,PCNA
MDM2,PER2
MDM2,PML
MDM2,PPARG
MDM2,PPIB
MDM2,PPP1CA
MDM2,PRKCB
MDM2,PSMA7
MDM2,PSMC3
MDM2,PSMD10
MDM2,PSMD2
MDM2,PSMD4
MDM2,RAD50
MDM2,RASSF1
MDM2,RASSF5
MDM2,RASSF6
MDM2,RB1
MDM2,RCHY1
MDM2,REST
MDM2,RPL11
MDM2,RPL23
MDM2,RPL26
MDM2,RPL4
MDM2,RPL5
MDM2,RPS14
MDM2,RPS2
MDM2,RPS20
MDM2,RPS27A
MDM2,RPS7
MDM2,RSL1D1
MDM2,SFN
MDM2,SIRT6
MDM2,SIVA1
MDM2,SMURF1
MDM2,SNAI1
MDM2,SNAI2
MDM2,SUV39H1
MDM2,TCAP
MDM2,TERT
MDM2,TP53
MDM2,TP63
MDM2,TP73
MDM2,TRIM28
MDM2,TSG101
MDM2,UBE2A
MDM2,UBE4B
MDM2,USP2
MDM2,USP48
MDM2,USP7
MDM2,VHL
MDM2,WWOX
MDM2,XRCC6
MDM2,YWHAQ
MDM2,YY1
MDM4,BCL2
MDM4,CDK1
MDM4,CDKN1A
MDM4,CSNK1A1
MDM4,RB1
MDM4,TP53
MDM4,TP73
MDM4,USP2
MDM4,YWHAB
MDM4,YWHAE
MDM4,YWHAG
MDM4,YWHAQ
MECOM,CTBP1
MECOM,CTBP2
MECOM,HDAC1
MECOM,HDAC2
MECOM,MBD3
MECOM,RBBP4
MECOM,SMAD3
MECOM,SUV39H1
MEN1,ASH2L
MEN1,DBF4
MEN1,ESR1
MEN1,HSPA4
MEN1,JUND
MEN1,NFKB1
MEN1,PSIP1
MEN1,RBBP5
MEN1,RPA2
MEN1,SKP2
MEN1,SNW1
MEN1,STUB1
MEN1,WDR5
MET,GLMN
MET,GRB2
MITF,HINT1
MITF,LEF1
MITF,PATZ1
MITF,PIAS3
MITF,PSMD14
MLH1,ACTG1
MLH1,AIFM1
MLH1,ANXA2
MLH1,CTSB
MLH1,DES
MLH1,EXO1
MLH1,FAN1
MLH1,HDAC6
MLH1,MBD4
MLH1,MCM9
MLH1,MSH2
MLH1,MSH3
MLH1,PMS1
MLH1,PMS2
MLH1,POLH
MLH1,TMSB4X
MLH1,TRIM29
MLLT1,AFF1
MLLT1,AFF4
MLLT1,CBX8
MLLT1,CDK9
MLLT1,ELL2
MLLT1,MLLT10
MLLT1,MLLT3
MLLT1,PAF1
MLLT1,RNF2
MLLT10,SS18
MLLT11,DNAJA4
MN1,PBX1
MPL,ATXN2L
MSH2,CHEK2
MSH2,OTUB1
MSH2,PMS2
MSH2,SMARCAD1
MSH2,TP53
MSH2,TRIM29
MSH6,PCNA
MSH6,SIRT6
MSH6,TRIM29
MSH6,XRCC6
MSN,ICAM3
MSN,VCAM1
MTCP1,AKT1
MYB,FBXW7
MYB,HIPK2
MYB,NLK
MYB,TRAF6
MYB,UBE2I
MYC,ACTL6A
MYC,ANXA2
MYC,BIN1
MYC,BTRC
MYC,CARM1
MYC,CCAR2
MYC,CCNT1
MYC,CDCA7L
MYC,CDK9
MYC,CDKN2A
MYC,CDR2
MYC,CHUK
MYC,DNMT3A
MYC,EZH2
MYC,FBXO8
MYC,FBXW7
MYC,FBXW8
MYC,GSK3B
MYC,HBP1
MYC,HDAC1
MYC,HDAC3
MYC,HSP90AA1
MYC,KAT2A
MYC,KAT5
MYC,MAP2K3
MYC,MAX
MYC,MCM7
MYC,MLH1
MYC,MYCBP
MYC,NFE2L2
MYC,NFYC
MYC,NMI
MYC,NONO
MYC,PFDN5
MYC,PIM1
MYC,PIN1
MYC,PML
MYC,PPP2CA
MYC,RELA
MYC,RUVBL1
MYC,SKP2
MYC,SMAD2
MYC,SMAD3
MYC,SMARCB1
MYC,SNIP1
MYC,SP1
MYC,SPOP
MYC,STUB1
MYC,TP73
MYC,TRIM6
MYC,TRPC4AP
MYC,UHRF1
MYC,USP22
MYC,USP28
MYC,USP7
MYC,VDR
MYC,WDR5
MYC,YBX1
MYC,ZBTB17
MYC,ZNF281
MYCN,AURKA
MYCN,EZH2
MYCN,FBXW7
MYCN,MAX
MYCN,ZBTB17
MYD88,FLII
MYD88,HDAC6
MYD88,IL1R1
MYD88,IRAK1
MYD88,IRAK2
MYD88,IRAK4
MYD88,IRF7
MYD88,SIAH1
MYD88,SPOP
MYD88,TIRAP
MYD88,TLR4
MYD88,TLR9
MYD88,TNIP1
MYD88,TRAF6
MYO5A,DYNLL1
MYO5A,DYNLL2
MYOD1,CSRP3
MYOD1,FBXO32
MYOD1,HDAC1
MYOD1,ID1
MYOD1,ID2
MYOD1,KAT2B
MYOD1,MDFI
MYOD1,PHB2
MYOD1,PSMD4
MYOD1,SMARCA4
MYOD1,TCF3
NBN,ATRIP
NBN,E2F1
NBN,MDM2
NBN,NABP2
NBN,PPARG
NBN,RAD18
NBN,RBBP8
NBN,RECQL4
NBN,RECQL5
NBN,RNF8
NBN,SKP2
NBN,TERF2
NCOA1,ESR2
NCOA1,ESRRA
NCOA1,FOS
NCOA1,HNF4G
NCOA1,NR1I2
NCOA1,NR5A2
NCOA1,PPARA
NCOA1,PPARG
NCOA1,RARA
NCOA1,RORA
NCOA1,RORB
NCOA1,RXRA
NCOA1,THRA
NCOA1,THRB
NCOA1,VDR
NCOA2,ESR2
NCOA2,MAGEA11
NCOA2,PPARG
NCOA2,PSMB9
NCOA2,VDR
NCOA4,AR
NCOA4,FTH1
NF2,AKT1
NF2,AMOT
NF2,AMOTL1
NF2,CCNB1IP1
NF2,CD44
NF2,CUL4A
NF2,DDB1
NF2,HGS
NF2,LATS1
NF2,LATS2
NF2,MED28
NF2,NEDD4L
NF2,SGSM3
NFATC2,IRF2BP2
NFATC2,MAPK9
NFE2L2,ARFIP2
NFE2L2,ARPC2
NFE2L2,ATF3
NFE2L2,BRPF3
NFE2L2,BTRC
NFE2L2,CASP7
NFE2L2,CEBPG
NFE2L2,CERS2
NFE2L2,CREBL2
NFE2L2,CREBZF
NFE2L2,CUL3
NFE2L2,DCAF11
NFE2L2,DDIT3
NFE2L2,EIF3J
NFE2L2,ELK1
NFE2L2,ENC1
NFE2L2,ETS2
NFE2L2,ETV4
NFE2L2,ETV6
NFE2L2,FOSB
NFE2L2,FOSL2
NFE2L2,GATA1
NFE2L2,GRB2
NFE2L2,HSP90AA1
NFE2L2,IRF1
NFE2L2,JUN
NFE2L2,KEAP1
NFE2L2,KPNA4
NFE2L2,LEF1
NFE2L2,MAFG
NFE2L2,MAP2K6
NFE2L2,MYC
NFE2L2,REL
NFE2L2,RELA
NFE2L2,SP140
NFE2L2,STAT3
NFE2L2,TADA2A
NFE2L2,TBP
NFE2L2,TEF
NFE2L2,USP11
NFKB2,BTRC
NFKB2,CHUK
NFKB2,FBXW11
NFKB2,FBXW7
NFKB2,MAP3K14
NFKB2,RELA
NFKB2,RELB
NFKBIE,NFKB1
NFKBIE,NFKB2
NFKBIE,REL
NFKBIE,RELA
NKX2-1,FOXA1
NR4A3,SIX3
NRAS,BRAF
NRAS,CBL
NRAS,LZTR1
NRAS,RAF1
NRG1,EGFR
NRG1,LIMK1
NTRK1,ABL1
NTRK1,CBL
NTRK1,GRB2
NTRK1,HSP90AA1
NTRK1,NEDD4
NTRK1,NGFR
NTRK1,SH2B1
NTRK1,SH2B2
NTRK1,SHC1
NTRK1,SQSTM1
NTRK1,TRAF6
NTRK2,SHC1
NTRK2,SHC3
NTRK2,SQSTM1
NTRK3,DOK6
NTRK3,NELFB
PAFAH1B2,PAFAH1B1
PALB2,KEAP1
PALB2,MORF4L1
PALB2,MORF4L2
PALB2,RAD51
PALB2,RAD51C
PATZ1,MITF
PATZ1,RNF4
PATZ1,TP53
PAX3,TRIM28
PAX5,TLE4
PAX7,WDR5
PBX1,MN1
PDGFB,NRP1
PDGFRA,CBL
PDGFRA,CRK
PDGFRA,GRB2
PDGFRB,NCK1
PDGFRB,PIK3R1
PDGFRB,SRC
PER1,BTRC
PER1,CRY1
PER1,CSNK1E
PIK3CA,AKT1
PIK3CA,CBL
PIK3CA,ESR1
PIK3CA,GRB2
PIK3CA,PIK3R2
PIK3CA,PIK3R3
PIK3CA,PTPN11
PIK3CB,CBL
PIK3CB,PIK3R1
PIK3R1,ABL1
PIK3R1,CBL
PIK3R1,CBLB
PIK3R1,CD247
PIK3R1,CD28
PIK3R1,CD3E
PIK3R1,CRK
PIK3R1,CRKL
PIK3R1,EGFR
PIK3R1,EPHA2
PIK3R1,EPOR
PIK3R1,ERBB2
PIK3R1,ESR1
PIK3R1,GAB1
PIK3R1,GAB2
PIK3R1,GP1BA
PIK3R1,GRB2
PIK3R1,IL1R1
PIK3R1,INPP5D
PIK3R1,IRS1
PIK3R1,IRS4
PIK3R1,KHDRBS1
PIK3R1,KIT
PIK3R1,LAT
PIK3R1,LCP2
PIK3R1,LTK
PIK3R1,PIK3CA
PIK3R1,PTK2
PIK3R1,PTPN11
PIK3R1,PTPN6
PIK3R1,RNF43
PIK3R1,SH3KBP1
PIK3R1,SHC1
PIK3R1,SRC
PIK3R1,SSTR2
PIK3R1,SYK
PIK3R1,TGFBR1
PIK3R1,TYRO3
PIK3R1,VAV1
PIK3R1,WAS
PIM1,CBX3
PIM1,HSP90AA1
PIM1,MYC
PIM1,SND1
PIM1,SNX6
PLCG1,EEF1A1
PLCG1,GAB1
PLCG1,GRB2
PLCG1,KHDRBS1
PLCG1,LAT
PLCG1,LCP2
PLCG1,ZAP70
PML,ATXN3
PML,BANP
PML,CSNK2A1
PML,CSNK2A3
PML,CTNNB1
PML,DAXX
PML,EIF3K
PML,FBXO3
PML,GATA2
PML,HDAC1
PML,HDAC2
PML,HDAC7
PML,HHEX
PML,JUN
PML,KLHL20
PML,MAPK1
PML,MAPK7
PML,MDM2
PML,MYC
PML,NPM1
PML,PCID2
PML,PIAS1
PML,PIN1
PML,PKM
PML,RARA
PML,RB1
PML,RELA
PML,RNF4
PML,RPL11
PML,RUNX1
PML,SATB1
PML,SP1
PML,SQSTM1
PML,STAT1
PML,SUMO1
PML,TGIF1
PML,TP53
PML,UBE2I
PML,USP7
PML,ZBTB16
PMS2,EXO1
PMS2,FAN1
PMS2,MLH1
PMS2,MSH2
POLD1,PCNA
POLD1,SPRTN
POLD1,WRNIP1
POLD1,ZRANB1
POT1,ACD
POT1,TERF1
POT1,TERF2
POT1,TERF2IP
POT1,TINF2
POU2AF1,GTF2I
POU2AF1,SIAH1
POU5F1,CTNNB1
POU5F1,HMGB1
POU5F1,NCL
POU5F1,STUB1
POU5F1,WWP2
PPP2R1A,CARD11
PPP2R1A,CDK1
PPP2R1A,EEF1A1
PPP2R1A,MID1
PPP2R1A,NOSIP
PPP2R1A,PPME1
PPP2R1A,PPP2CA
PPP2R1A,PPP2CB
PPP2R1A,PPP2R2A
PPP2R1A,PPP2R2B
PPP2R1A,PPP2R2C
PPP2R1A,PPP2R2D
PPP2R1A,PPP2R5A
PPP2R1A,PPP2R5C
PPP2R1A,PPP2R5D
PPP2R1A,PPP2R5E
PPP2R1A,PPP4C
PPP2R1A,STRN
PPP2R1A,STRN3
PPP2R1A,VCP
PRDM1,HDAC1
PRDM1,HDAC2
PRDM1,IKZF3
PRDM1,PRMT5
PREX2,GNMT
PRF1,TRIM54
PRKACA,AKIP1
